Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34.08038897,Yes,Travel_Frequently,1047.619838,Research & Development,2.942993428,2.001114996,Life Sciences,1,1377.62609,3.99298802,Male,31.91981339,3.0083525,2.013738289,Human Resources,0.994497491,Single,4855.281155,12426.41136,1.055353834,Y,Yes,15.94654709,3.008598739,1.999003218,80,0.017902253,4.979521749,2.999189424,2.999544865,5.967905869,0.026018831,0.006010965,0.968584133
36.87610872,Yes,Travel_Frequently,291.0561993,Research & Development,5.071476778,3.008992608,Human Resources,1,1467.353349,3.004539148,Male,30.00958286,2.990552225,0.995760086,Human Resources,2.008737666,Married,5393.822949,7558.613928,0.03292236,Y,Yes,13.95603067,4.000457164,1.983146949,80,2.007058601,8.02778322,2.988979794,3.99310319,4.024338063,2.965665191,1.031449744,3.029855509
56.09223378,No,Non-Travel,569.7053605,Human Resources,10.18572754,3.000852146,Human Resources,1,526.7440327,0.976938611,Male,66.85199534,3.002407205,0.988335804,Sales Executive,2.007663875,Single,6434.515161,6767.082963,1.05004937,Y,No,11.98437584,3.000162303,2.003299118,80,1.008781085,0.025238207,2.016340374,2.996569146,9.988895698,3.000423304,0.018101419,7.005108164
29.88031563,No,Travel_Rarely,1087.949297,Human Resources,1.911278714,4.993343799,Marketing,1,81.9115889,0.99307228,Female,71.96633581,3.005391011,1.989613542,Sales Representative,0.998647398,Divorced,3036.954315,16984.73144,0.993346184,Y,No,20.02589424,4.000201326,4.016451196,80,3.005239139,1.03002545,3.010348685,3.004166324,1.00098069,0.04830281,0.987479156,14.96287544
42.94249624,Yes,Travel_Frequently,118.4472693,Research & Development,24.0206381,2.990488931,Medical,1,1487.856238,3.009655584,Male,67.19242512,2.996482326,1.002447158,Research Director,0.993645637,Divorced,4254.742713,20267.97782,0.964387923,Y,Yes,18.97501037,2.99809211,3.99009916,80,-0.002297403,13.00115482,3.027929178,2.995339292,2.0988456,0.988557394,0.983978562,-0.063180921
26.88808083,No,Non-Travel,827.6587205,Research & Development,9.985422633,2.993757461,Human Resources,1,533.1808945,1.987862128,Male,84.14803603,4.000289798,0.98507536,Manager,2.991493043,Single,2185.4937,6323.189645,6.998183987,Y,Yes,11.00476771,3.003282257,3.998498195,80,0.991184478,11.97327498,6.007967122,2.999124638,17.05448557,5.048223098,-0.034423485,2.04349286
43.09909111,Yes,Non-Travel,1278.564586,Human Resources,0.990483742,2.992945352,Technical Degree,1,681.2981365,3.00464203,Female,99.04508953,2.998793828,2.003350621,Healthcare Representative,4.002219634,Single,4903.577211,8298.84607,5.02575502,Y,Yes,10.99873981,2.998893479,3.005494173,80,-0.006686413,7.843482301,2.992910079,2.00397234,1.945242891,3.983347375,-0.010187867,3.080409167
34.91153615,Yes,Travel_Rarely,476.9633773,Human Resources,8.973136736,1.994584502,Medical,1,840.1866134,3.009291383,Male,59.32900823,2.015316505,0.986639523,Sales Executive,2.987273448,Married,6515.790921,19276.13796,1.964658403,Y,Yes,12.04633803,2.995150152,0.989088439,80,1.003402191,9.992311613,6.008826273,2.997064263,13.02630382,2.05577543,-0.050578014,7.017625193
55.02424676,No,Travel_Frequently,1376.571239,Human Resources,1.012573223,4.024953757,Other,1,441.4195515,3.976897862,Male,30.94077338,1.996934697,2.008899338,Healthcare Representative,4.00221748,Single,4204.930117,19746.48973,3.004136858,Y,Yes,12.99466488,3.007255556,4.014236529,80,0.981635811,12.98732722,3.00742698,3.002295931,2.961854132,3.963767822,7.0601228,8.998844677
29.01097412,No,Travel_Frequently,919.3608621,Human Resources,8.927631844,2.998406049,Life Sciences,1,1736.101017,2.011642036,Female,57.54255655,2.999727236,0.989725901,Healthcare Representative,1.007708232,Single,2075.304875,11712.40775,1.016355615,Y,No,10.98499794,3.002584442,0.989752038,80,0.00202005,1.011844061,6.020861968,2.999674825,9.911464216,2.985144365,0.023990391,7.02183908
35.95303366,Yes,Travel_Frequently,618.2174937,Sales,4.109390405,2.990413991,Life Sciences,1,807.1565576,0.985584179,Male,47.57260449,1.981065215,1.991355017,Sales Executive,2.988594126,Divorced,4610.635509,25367.98265,0.967174029,Y,No,15.04397161,2.996569322,0.995826152,80,0.00362597,18.95595423,0.001670759,2.993895549,4.07618549,6.924083859,0.998893715,8.063239021
43.85377778,No,Travel_Frequently,672.0695925,Human Resources,2.002847499,3.005931501,Human Resources,1,967.4054388,2.000429589,Female,66.90003898,2.996205999,1.995096025,Human Resources,3.984875282,Divorced,2855.418698,17259.11031,1.045313828,Y,Yes,17.95677189,4.003169045,3.997367375,80,1.013618858,18.8371051,3.01217033,3.995999502,0.986393842,2.014834646,-0.022047358,5.997090866
57.06373375,No,Travel_Frequently,137.442504,Sales,2.935278372,3.005603108,Human Resources,1,942.7379442,2.975421896,Male,99.92111504,2.99536201,3.006896982,Laboratory Technician,3.98888386,Married,4305.865125,8350.452318,9.012667858,Y,Yes,11.08741971,3.001197307,4.008349308,80,1.006402692,5.979030957,1.991987244,2.996644672,3.9951644,0.029647708,4.054673811,2.02061676
38.14002195,Yes,Travel_Frequently,1311.997951,Research & Development,1.986324492,5.008821701,Medical,1,1070.507503,0.996495676,Female,94.11243429,2.98822054,3.010999014,Research Director,3.001942229,Divorced,5352.929675,21637.36304,2.999782959,Y,Yes,13.97305628,3.008122389,3.007628931,80,0.008701345,5.857547019,3.988792349,3.008020113,1.051473126,3.989272045,0.886740318,2.001007542
26.9429719,Yes,Travel_Frequently,1430.713512,Human Resources,2.048523802,2.999391095,Technical Degree,1,1101.749547,3.990828173,Female,34.63125257,3.001027403,1.001869402,Sales Executive,2.997388757,Married,1252.370271,17534.29671,2.01854754,Y,No,21.08503796,2.995763123,4.011041135,80,-0.002819023,16.10009349,4.010332264,2.008447287,8.033847308,9.040304302,0.022433633,2.973961166
39.94909355,Yes,Travel_Frequently,215.1539822,Sales,1.066325075,4.007916033,Medical,1,2013.812723,4.012781284,Female,45.48202677,2.011611892,0.992167259,Sales Executive,2.988230441,Divorced,9062.055584,21135.09426,1.993286642,Y,No,20.0353504,3.003281113,1.997702496,80,1.999629793,19.9766832,5.000853249,2.993206408,1.009769784,18.02140679,1.97369916,1.960804982
24.97274059,Yes,Travel_Rarely,1187.816399,Sales,0.957423921,2.985229572,Medical,1,1352.128457,2.98628347,Male,32.18208777,2.003429047,0.991919991,Research Scientist,1.024897304,Single,10468.54088,3799.655888,1.023834597,Y,No,11.01043456,2.999790126,3.981889267,80,0.001337451,13.94494145,3.984275375,2.998830987,7.057982579,2.002916736,-0.002573754,1.030872835
23.98788192,Yes,Travel_Frequently,575.5792306,Research & Development,24.04396777,2.974797272,Medical,1,1049.495818,3.991787881,Female,95.92689787,1.99881112,0.996707774,Research Director,2.007524723,Married,7133.650099,20313.86368,0.012707732,Y,Yes,19.01569321,3.006332227,2.997476871,80,1.001406381,17.00927457,4.999698672,3.008077553,8.902201562,7.075375769,4.045266846,12.96172155
52.99125,No,Non-Travel,1407.875964,Human Resources,27.1810538,3.985018168,Life Sciences,1,833.9620495,2.994776293,Male,45.12447476,3.002291488,2.008711128,Sales Representative,2.012490955,Single,4285.081971,14764.03209,1.987282617,Y,No,22.01226153,2.994875846,1.007253472,80,0.01029709,16.91596838,4.995407838,2.002344308,3.97919265,2.007580677,-0.020927932,2.024179682
34.95842842,Yes,Travel_Rarely,1003.85836,Research & Development,18.92339183,2.993803046,Other,1,276.3483032,1.001317967,Male,70.95011973,2.016861184,1.025392764,Manager,2.005640045,Married,6764.909557,22243.65811,7.971768868,Y,No,12.9972365,4.000967982,3.994260279,80,-0.012452829,8.103625378,3.005160882,4.000507088,1.92874008,8.048004222,0.060019066,2.045088988
35.12562263,No,Non-Travel,1441.004709,Human Resources,8.952484926,3.014278172,Human Resources,1,1792.508563,4.010366945,Male,55.93409658,2.002905168,1.012969448,Sales Executive,1.000765048,Single,3723.749056,19929.74746,0.997599918,Y,No,13.01988204,3.008033762,2.99303093,80,0.002485742,7.955419798,0.002863005,1.987700765,3.987032415,2.028837576,0.01655375,6.985284479
38.97677201,Yes,Non-Travel,1061.000173,Research & Development,12.10009228,5.009570417,Human Resources,1,1710.342657,3.005882831,Male,92.14628909,3.003565317,0.982623603,Research Director,3.007901985,Divorced,19530.40331,21524.19335,-0.009485549,Y,Yes,13.03122579,3.004569203,3.003806763,80,1.004198815,19.97053453,2.98562634,2.995628288,1.935565701,2.00638698,0.011637949,3.985925653
28.03315502,Yes,Travel_Rarely,1017.947749,Research & Development,0.957970966,4.001885411,Other,1,1490.495595,2.993727114,Male,54.95677573,2.994304633,1.00178928,Manager,3.001783245,Married,2753.318905,4394.852112,3.038491813,Y,Yes,11.03977315,2.998754983,1.010452166,80,0.989210842,6.955715831,5.00312784,2.997409997,6.040274685,8.030549254,0.009324112,0.029329309
29.87904076,Yes,Travel_Frequently,573.4486012,Human Resources,22.02161969,2.989060793,Technical Degree,1,1444.281464,3.004370099,Male,95.07727852,2.994141995,0.995708691,Human Resources,3.011841275,Divorced,5387.383819,15683.3436,3.972592309,Y,Yes,18.92687669,3.000232081,4.016684861,80,1.993411291,6.961365377,3.998356177,3.000370448,9.974690206,11.00378135,-0.015031314,0.012320147
40.84129196,Yes,Travel_Frequently,472.5717745,Sales,9.834633984,4.009094461,Medical,1,1724.517929,1.996159623,Female,47.46380599,1.989417713,2.99927793,Manager,4.001094877,Single,9188.168286,5776.079075,1.978502085,Y,Yes,20.01340933,3.005481963,2.994371556,80,0.984177334,21.00897507,3.003329346,1.992087728,12.01999452,1.991912492,0.056156006,0.055634907
36.02718003,No,Travel_Rarely,1175.465902,Human Resources,7.785408355,4.004867756,Medical,1,388.7555294,0.997274472,Female,29.5933092,2.992797788,4.02083813,Healthcare Representative,2.989080493,Divorced,2036.798733,23869.75568,8.009658264,Y,No,12.02279937,3.002147914,0.996226016,80,1.009556984,31.94477615,2.009016029,3.002627364,3.084785621,7.008632287,0.021643481,2.033498551
31.82301605,Yes,Non-Travel,1297.66851,Research & Development,22.94752355,2.997728479,Other,1,1768.186196,2.988665587,Female,31.08704601,3.008516711,2.996924496,Research Scientist,2.984459005,Divorced,2445.929777,11355.04367,5.053157646,Y,Yes,16.99671426,4.002465361,2.996326807,80,0.98590146,8.968935115,2.997473735,2.99582609,9.948102151,3.976530753,6.99364437,2.931535558
35.06515877,Yes,Travel_Frequently,477.9248548,Research & Development,1.070512355,4.009225947,Life Sciences,1,1441.973597,3.999181715,Male,62.81946917,2.995406481,3.007184409,Sales Executive,3.020636357,Divorced,2194.504842,22041.02163,2.984099122,Y,No,12.97807303,2.993656874,3.001960503,80,1.000830838,8.023471948,2.988424645,3.010256893,1.017694863,1.939877481,0.002031442,0.023267
45.05022735,No,Travel_Frequently,1384.965485,Sales,27.97526962,3.005299379,Medical,1,95.33663739,3.989455378,Male,98.11265712,2.988327573,2.996890666,Healthcare Representative,3.008643096,Single,11892.30562,9522.121022,0.985827161,Y,No,15.98796832,2.999975434,3.966578335,80,0.003584312,8.023475354,1.999400922,1.996231061,12.93781849,5.984098198,-0.002622309,5.972172538
46.16638927,Yes,Non-Travel,749.7173588,Human Resources,0.882411303,0.99120635,Medical,1,1027.98144,3.986477391,Female,84.22351007,4.005311364,1.000990286,Manager,4.003799938,Single,16673.93929,26959.89679,5.025000495,Y,Yes,11.06551856,3.000417402,2.003012937,80,0.005388597,0.924579734,2.007340746,2.994156309,9.045683118,0.030473655,8.013079151,7.026123703
30.84705396,No,Non-Travel,484.1780487,Human Resources,0.986617429,3.989141766,Other,1,1596.910772,1.984843426,Male,85.64296108,1.998244861,2.017807746,Laboratory Technician,1.996652762,Divorced,2836.887156,3716.959228,3.062463014,Y,No,12.00921299,3.005396402,1.999911425,80,-0.007994859,6.013376152,1.016482958,2.000186101,8.098091189,2.021840273,-0.030566875,0.054622364
38.97495899,No,Non-Travel,998.6075573,Sales,5.028572668,0.980755569,Medical,1,1593.863588,4.016020795,Female,74.94995177,2.009258929,2.000090493,Laboratory Technician,3.019621168,Married,5075.18625,10343.50759,3.005609842,Y,Yes,12.99440172,3.001396414,3.991093529,80,1.992343298,8.010963802,3.006297634,2.988425479,1.041819666,0.037933247,5.994103898,1.985163544
31.97270622,Yes,Travel_Frequently,930.4535965,Human Resources,27.99346415,3.007452949,Marketing,1,331.7847772,1.002488692,Female,75.13530891,3.02478138,1.989408603,Manufacturing Director,0.989825465,Single,4718.065043,24852.9141,0.942314767,Y,No,14.99908775,3.003372912,2.00055448,80,1.997612683,9.969577219,2.995626014,3.991898026,6.032303715,7.039966077,0.94495823,1.985488098
55.04356185,No,Travel_Rarely,181.6807391,Sales,7.957119337,3.012337995,Marketing,1,1426.454382,2.019982594,Female,43.86466731,2.992276137,3.007372581,Research Director,4.023156083,Single,9059.978938,23860.37141,6.980679272,Y,No,13.01572342,2.997827769,3.010970005,80,0.984959226,12.01801239,2.006341323,3.000898455,7.056670305,8.976465234,0.028454038,0.027154713
38.98180105,No,Travel_Rarely,1369.557121,Research & Development,9.918373239,4.005862555,Medical,1,1019.732727,4.018841848,Male,37.06773929,2.00978382,3.005973592,Sales Representative,0.991945095,Married,11882.12475,16416.00711,2.004344933,Y,Yes,23.93573599,3.005970815,4.009206422,80,0.992642272,21.93756177,2.006064672,3.004054532,6.92582991,7.029558957,0.971771016,7.924670736
29.81356403,Yes,Non-Travel,353.6883672,Human Resources,4.931797108,2.996897604,Medical,1,1215.583603,3.995971289,Male,32.06680449,3.008160149,1.019575569,Research Director,2.014161215,Single,6219.240198,4330.665216,5.025625666,Y,No,13.99488447,3.007691719,2.986755443,80,-0.004814375,5.059175876,2.982426663,3.014720968,3.053459183,15.92602472,-0.012479687,8.022230946
47.88688298,Yes,Travel_Rarely,227.644657,Sales,7.879530894,5.000587218,Technical Degree,1,1812.369914,3.991281561,Male,62.99494136,3.005636642,1.992839449,Sales Executive,2.982714399,Divorced,2074.791825,20506.83591,5.97009307,Y,No,18.96736481,3.001975305,3.999204201,80,1.006693381,12.97934703,2.00677529,3.004389047,3.069043748,8.990446707,0.023962334,2.025176913
27.93888537,No,Travel_Frequently,879.148156,Sales,1.890061876,2.995203502,Other,1,1177.496133,2.005349877,Male,55.31248587,2.999600297,0.994112012,Manager,3.988992601,Single,3444.304512,16544.38206,3.982271486,Y,Yes,11.98733437,2.999457985,3.997728031,80,1.004897939,21.95126133,1.999774028,3.004260236,6.055608858,2.082331179,-0.016860899,8.034428082
38.91076288,Yes,Travel_Frequently,811.5338435,Sales,20.11369681,2.98969893,Marketing,1,380.4104887,2.001064808,Female,79.2672521,2.004847755,2.003622358,Human Resources,2.994359828,Married,4671.504793,17200.08843,1.02487532,Y,No,12.09040623,3.004067758,3.01378357,80,-0.012088451,9.96935114,4.993336506,0.980466245,8.98038583,15.0055716,-0.017263478,7.028175921
42.01127734,Yes,Travel_Rarely,975.2459913,Research & Development,1.049298978,3.017916642,Life Sciences,1,1923.530292,4.014839872,Female,83.74408781,2.990129384,2.015826001,Human Resources,3.005403293,Married,10831.89075,23382.88749,4.05123611,Y,Yes,18.97621829,2.998535525,3.982138705,80,3.001244532,0.922750804,1.998785006,2.012427475,21.02853085,0.051433568,-0.005414962,0.074993475
40.13144771,No,Travel_Rarely,1313.275131,Sales,26.18273978,4.014015488,Human Resources,1,1909.843066,3.999203005,Male,30.8645462,1.996032901,2.022312963,Laboratory Technician,0.997978736,Single,5459.390463,11738.87902,3.994346323,Y,Yes,15.00137165,3.000489779,4.008023678,80,1.000365812,20.04959465,5.004701912,2.995820712,12.10493844,7.075900363,-0.011320329,4.074189233
49.08658898,Yes,Non-Travel,1250.997829,Research & Development,10.82211511,1.009570149,Medical,1,1475.480925,3.016201472,Female,40.15980792,3.988858333,5.00502329,Sales Representative,1.982913074,Married,14831.38868,25317.28237,3.013837128,Y,No,19.02211547,3.001878626,3.012194587,80,-0.010559267,0.062561117,1.01060244,2.009447105,8.974607864,7.050145664,6.990521882,3.97750451
37.06399087,No,Travel_Rarely,1122.777999,Human Resources,3.105098427,3.990204703,Life Sciences,1,1891.198885,0.986809157,Female,93.26589429,3.003416587,1.992182833,Manager,1.992127592,Divorced,3726.987994,15652.94112,-0.006411512,Y,Yes,13.01250517,3.000229219,3.98050336,80,2.009206383,14.04571277,5.000415687,3.004250471,1.017063256,1.953829245,0.982492049,1.98542464
25.03888326,No,Non-Travel,1219.783018,Research & Development,8.048291551,3.997951041,Technical Degree,1,444.2209296,2.987211731,Male,84.60883249,4.0048166,0.989315544,Sales Representative,3.970686095,Divorced,2413.577201,15811.64576,0.980176193,Y,Yes,13.03806975,3.007776711,1.988286157,80,1.989027134,8.03021809,3.005069331,3.004669009,8.035112007,13.94948714,4.956424925,-0.034023577
23.9835818,No,Travel_Frequently,1128.142749,Sales,1.979600865,3.006187331,Human Resources,1,673.1846857,4.007881257,Female,79.96706439,3.008762617,2.011605719,Sales Representative,2.97640241,Single,4476.69855,3255.845507,4.944092704,Y,No,20.98724075,2.99994103,2.005726392,80,0.999861307,9.110330566,6.020190468,1.002597098,22.01246358,0.979879719,0.074088241,0.050688011
52.02737497,Yes,Travel_Frequently,1201.732162,Human Resources,10.16601426,3.994090973,Other,1,707.6110142,3.006554865,Male,44.24863432,2.005070626,2.006466217,Manufacturing Director,0.999125947,Married,3915.297891,13625.8222,0.008424022,Y,Yes,12.01600179,3.005965165,0.979939114,80,0.000528699,13.96640312,2.986495701,2.993640714,9.938495408,2.008859539,7.066660125,4.017608022
47.07634121,Yes,Non-Travel,585.2109934,Research & Development,1.95453862,1.988001271,Medical,1,875.3008286,2.990530286,Male,41.78557191,3.003755867,1.000514445,Manager,1.00223119,Divorced,2190.342689,13154.08111,1.010310329,Y,No,23.02127086,2.99688583,3.977340388,80,3.021714565,9.963140584,2.003463186,1.007680372,8.920133839,6.92002125,8.009874928,2.000647814
47.03910776,No,Travel_Frequently,1274.578172,Human Resources,4.904037617,4.001195107,Marketing,1,917.4664818,4.011802882,Male,90.02625365,1.988425024,1.005978005,Healthcare Representative,3.00380363,Single,3121.465751,23504.2935,4.003360826,Y,No,19.04796297,3.001914537,0.977812773,80,1.991909126,27.94060606,3.001857823,3.019382579,8.966769599,7.023614375,4.987238461,14.97834807
40.99135834,No,Travel_Frequently,1314.068689,Sales,1.084502229,3.015459014,Human Resources,1,607.9094011,1.018573478,Female,41.09081941,3.000923536,0.99639435,Laboratory Technician,2.025299148,Married,6219.238253,18736.11861,-0.016121281,Y,Yes,12.99003555,2.995215963,3.001803355,80,0.992182595,28.96042234,-0.014952706,3.004861729,20.00857355,0.004324914,0.009917263,2.034436916
53.01211081,No,Travel_Frequently,1017.18883,Human Resources,17.12001998,3.988584396,Technical Degree,1,502.00196,0.975656161,Male,91.02968395,2.005885105,1.0163899,Manager,1.985589835,Divorced,17163.00893,5887.624183,-0.020427748,Y,Yes,17.97788916,2.998275428,2.008028013,80,0.008094042,17.96176647,1.984205415,3.019334254,0.916436646,6.99953033,0.046306593,3.995995462
40.91196308,Yes,Travel_Rarely,993.8810195,Sales,24.94973718,2.991973636,Medical,1,467.2079083,1.013562433,Female,45.75547839,3.001102258,1.981087899,Research Scientist,2.007966941,Single,7429.310511,17222.7741,2.008962789,Y,Yes,12.94777689,3.000191486,2.994379967,80,0.008184246,9.004023931,3.992902537,3.006627087,1.901497353,15.98644134,1.023251715,7.041472526
21.95626559,Yes,Travel_Frequently,611.9750652,Research & Development,17.11109458,3.014117573,Medical,1,661.2209896,3.962646178,Female,55.35041374,3.008503771,0.999679,Human Resources,4.00126243,Single,13633.81852,9313.580439,1.021947214,Y,No,14.09118142,4.005262446,4.008676282,80,0.991359283,13.84467183,2.993129537,2.996716139,3.056321445,2.986483857,0.98834177,4.020476523
48.03941645,No,Non-Travel,538.3209283,Human Resources,29.03887162,3.000720061,Medical,1,1554.581493,4.01624569,Female,64.80751252,2.993343284,3.990500787,Research Director,2.992104808,Single,6490.934098,14716.61539,-0.013589101,Y,Yes,13.01208155,2.999997931,4.000592555,80,1.009423526,14.98106363,2.974088103,2.99958145,1.045411661,7.047827091,0.003350796,3.066056332
27.07035562,No,Travel_Rarely,313.044582,Sales,1.026960622,4.00201671,Medical,1,381.4660232,4.003575175,Male,37.8865862,2.008986117,1.997077863,Sales Executive,4.014013352,Married,2830.395305,18908.02143,6.01644833,Y,No,12.92566019,4.000209862,2.013238584,80,1.002770377,7.041778559,3.003346095,2.999142553,0.9573612,2.032420962,-0.016331814,0.047800942
42.1009078,Yes,Travel_Frequently,664.2247653,Sales,8.994487656,3.008302142,Other,1,2029.656644,2.023132639,Male,80.96041858,2.99463988,4.983604169,Research Scientist,3.99873445,Married,6880.055735,19217.82139,1.982997711,Y,Yes,13.95748399,3.006943735,3.003485192,80,2.002122205,14.01164593,2.01127805,2.998752397,3.029654296,7.009348954,2.027658567,7.035527385
26.9141365,Yes,Non-Travel,1426.653185,Human Resources,9.964752305,0.995524112,Medical,1,1207.981065,3.019049708,Male,73.70401887,2.99118288,1.984247806,Healthcare Representative,2.996832146,Married,18351.66213,13405.853,-0.041374582,Y,No,15.99698906,2.998618316,1.014639179,80,0.000672477,15.96749455,3.995067691,3.011677013,8.961066076,1.979742469,9.001606276,3.025864375
35.11875589,Yes,Non-Travel,991.9128465,Research & Development,3.111481618,1.994394028,Technical Degree,1,1699.115113,3.002715942,Female,61.45004893,3.00965992,2.990919042,Human Resources,2.986117231,Married,13649.91469,17858.20793,1.02250391,Y,Yes,11.97566133,2.996867382,3.008905845,80,0.002337843,30.02524477,3.000131186,3.002307374,2.926479204,6.943818133,4.029415964,-0.015548878
21.07621972,No,Travel_Rarely,774.4475542,Research & Development,22.02612916,2.985517861,Other,1,1073.167775,2.00311889,Male,42.02934288,3.001853549,5.015368383,Sales Representative,1.996781304,Divorced,5927.175815,11039.96867,0.969111191,Y,No,13.05082904,2.997770939,1.001699341,80,-0.002038341,10.11457506,1.996503865,3.005299336,7.082578268,3.976030182,0.010713297,7.026809677
35.96774709,No,Travel_Frequently,407.4395406,Sales,12.05593653,2.999724725,Life Sciences,1,2004.298496,2.991935028,Male,92.98191228,3.01402222,3.021040536,Manufacturing Director,1.000722027,Single,5437.153068,25246.27207,2.02265667,Y,No,19.04055981,2.993961119,2.999394355,80,-0.0057771,0.951657465,3.00735385,2.999915584,2.985173112,0.018705699,2.979324505,9.01091008
32.03614672,No,Travel_Rarely,666.3595566,Sales,7.973406836,3.013584422,Other,1,993.156508,3.016271385,Male,81.82465934,1.999787411,2.000773168,Laboratory Technician,1.005008184,Married,9960.151782,12982.45871,4.975003282,Y,No,14.02724062,2.995128519,3.000843913,80,1.006964444,17.00550419,5.983592987,3.003400268,13.0665599,-0.05949696,2.05743966,7.030485801
33.96949437,No,Travel_Frequently,1427.741115,Sales,0.987549934,3.985210513,Marketing,1,1055.239225,3.991211159,Female,83.87264086,2.000777619,1.005621301,Research Scientist,2.996625179,Divorced,2916.387077,25498.50416,0.993460018,Y,Yes,10.95929699,4.004691273,1.010544794,80,0.994895204,5.972595835,0.999416039,3.001932016,4.992738645,0.03907567,0.014285699,2.028066544
53.0745932,No,Travel_Frequently,1495.519398,Human Resources,19.08911283,0.980119896,Life Sciences,1,1302.338628,2.998155309,Male,59.02421495,2.997321294,2.006552627,Manager,3.009468255,Divorced,4674.379155,14105.55553,0.952099311,Y,No,14.02459339,2.995651999,1.013429348,80,1.005581324,10.97262204,2.020902359,1.999179476,7.984147383,8.029277436,0.019294853,2.998400731
38.10298893,No,Non-Travel,504.0371193,Human Resources,25.86740132,2.999074247,Marketing,1,192.8154192,3.018061557,Female,86.03512653,1.994409257,2.008946581,Manufacturing Director,0.989408002,Divorced,2069.702506,18794.04535,1.023969824,Y,Yes,21.0110568,3.996359354,3.004071753,80,2.992971098,5.844944666,3.017150492,2.009755171,2.067729704,0.021091632,0.037588735,1.998621002
39.93896865,No,Non-Travel,1253.566827,Research & Development,11.93621444,2.006036152,Marketing,1,1978.442156,3.009985302,Male,35.8798971,0.989852408,5.003490274,Healthcare Representative,1.997695953,Married,4322.011176,3933.87158,4.012935586,Y,Yes,11.92659939,2.998650136,2.994187761,80,1.993818942,26.9924273,1.004188145,2.993474558,2.076641566,6.951275983,5.947298312,1.07230012
26.04689914,Yes,Travel_Rarely,1167.322553,Human Resources,11.09240601,2.991091248,Human Resources,1,445.4788067,4.008653688,Female,75.88210427,0.993821148,2.009517059,Sales Executive,3.006145061,Single,2176.997188,22108.29745,1.019741788,Y,No,14.01184173,3.002088428,4.008812375,80,1.006763928,9.977785269,3.001190067,2.993323575,1.858484898,-0.009738764,0.028248598,3.979529799
20.14478927,Yes,Travel_Frequently,1396.417924,Sales,18.10410677,1.991799677,Other,1,811.8586681,1.990485515,Male,77.922122,1.992792982,0.99214326,Healthcare Representative,3.020514163,Divorced,13173.56282,25457.81765,0.977404876,Y,Yes,13.07539855,3.992161364,3.99471388,80,0.993758886,10.00645661,4.995573604,2.009416732,7.96943574,7.020663932,0.046395503,14.02174749
45.97466235,No,Travel_Frequently,338.0502315,Sales,9.873372241,1.979270724,Other,1,1723.974435,4.001718125,Male,67.3202107,2.981753396,5.008155455,Healthcare Representative,4.021149262,Divorced,10868.85517,4284.375731,0.982604687,Y,Yes,16.00329527,2.999087664,3.010831479,80,1.007645427,9.989484073,4.986946176,3.000330136,15.01747616,2.012829208,0.979712628,1.960011535
43.91793539,Yes,Travel_Rarely,1306.946262,Sales,2.924031892,3.995642285,Life Sciences,1,226.7505332,3.00686394,Male,45.21823868,4.008729127,1.991961223,Manager,2.98622966,Single,4201.902469,15876.44204,1.018083043,Y,Yes,13.96503156,2.99623057,2.006272863,80,0.998609554,4.038518537,5.011954155,4.010992648,10.89095311,3.021882933,-0.020555546,6.986560655
38.04620271,Yes,Non-Travel,1281.405537,Research & Development,7.998319073,2.001673394,Life Sciences,1,1418.89931,3.987954499,Male,91.92118321,2.991659149,2.984800802,Research Scientist,3.019556597,Divorced,5773.769903,5654.33093,0.952561981,Y,No,11.02986695,3.003815878,4.007762647,80,0.007767913,7.988758604,5.01410419,2.995865779,1.038185879,1.949984625,0.01312927,9.055291528
58.05817338,No,Travel_Rarely,1437.33249,Sales,4.056796919,2.010027118,Life Sciences,1,1121.717122,0.980978427,Male,54.34362806,1.981637992,1.99120424,Human Resources,2.010192544,Married,4065.050339,17593.2379,0.034857073,Y,Yes,11.97756465,3.003531819,1.0084807,80,2.000746001,9.895594373,2.00925003,1.998769614,0.890757657,-0.000996342,0.044123998,1.036310951
33.94041799,Yes,Travel_Rarely,1219.529214,Research & Development,2.089071114,3.003705781,Other,1,1110.814018,3.987920148,Male,97.05122503,3.002496901,1.996323548,Human Resources,3.983703558,Married,9593.365737,2643.343171,1.967038801,Y,Yes,22.99834359,3.000935276,3.993040883,80,0.015745247,7.899666288,2.006847846,3.99850137,3.023488926,3.989470361,6.042865353,1.952603349
44.06502355,Yes,Travel_Rarely,1095.254756,Human Resources,3.910615638,4.000845559,Medical,1,451.1201402,4.005269696,Male,34.87061568,1.983438593,2.016249593,Research Scientist,0.994251185,Single,9672.162856,20983.81644,2.999722755,Y,Yes,12.02845069,3.002872989,3.009620934,80,1.022121176,10.10974395,-0.00793126,2.984860345,8.038111813,3.978138672,0.010826338,2.992395251
